ID,Symbol,CC-1,CC-2,CC-3,C4-1,C4-2,C4-3,IG-1,IG-2,IG-3,Z1-1,Z1-2,Z1-3,Z2-1,Z2-2,Z2-3
Q13185,CBX3,52606.08642,63818.59217,31887.16361,66062.09355,108791.5466,94049.58966,8080.258866,3663.024378,5672.383213,86743.20978,113611.133,102377.3417,94939.80129,99356.5159,138645.3155
Q13190,STX5,,24393.5625,28249.46289,,12505.74902,,,,,34776.25,39779.83594,30473.96094,10988.96875,28810.02734,
Q13202,DUSP8,,18119.91016,,,,,,,,,,16654.52344,,,16893.61328
Q13206,DDX10,3293.97821,10195.71231,4378.861139,3911.084212,7519.422967,21647.02909,,,2754.625344,14266.09079,20372.55583,26435.96014,10077.04292,17189.29242,23939.20825
Q13227,GPS2,,,,,16766.84375,23691.94922,,,,,15995.37109,11570.1084,,,19991.81641
Q13228,SELENBP1,33176.00831,27221.30493,32021.81369,18497.70073,20061.42987,27845.02849,155542.9615,115372.5687,139723.9012,20822.78983,16215.99975,28192.00586,17182.9435,23460.42431,29539.49119
Q13232,NME3,7451.780205,15406.14841,11020.33493,7891.814715,11504.36893,15097.08792,,,,7637.933841,19405.71539,8780.108742,9725.924802,5911.437794,10264.95841
Q13242,SRSF9,190712.4453,318986.512,184809.9488,357198.4425,433456.1423,486871.5485,69186.02999,50718.208,82249.76846,539967.9851,706282.764,673929.0952,502098.489,510850.2677,795548.4957
Q13243,SRSF5,13954.91451,35706.32689,13870.66433,6694.693263,24503.56641,24844.05897,,,,31855.29278,33648.68814,36855.99512,30666.49128,26940.62817,34295.61328
Q13247,SRSF6,39238.51737,79089.89719,40776.07273,64441.6483,78029.31848,109766.581,3335.357087,,3644.276538,98783.66828,129438.7618,123974.4442,82720.74851,84944.15006,138419.0529
Q13255,GRM1,8046.751953,,,,17288.87891,20290.71875,,,,40778.33203,,47584.61328,29721.19336,25416.66406,43564.84375
Q13263,TRIM28,22004.72335,53640.05346,19490.68997,29535.40935,59323.11628,64460.17312,4095.795562,,2572.2682,69095.75818,70052.60428,68760.97758,65804.69577,64937.73177,99191.25035
Q13268,DHRS2,49975.25466,113248.1213,65058.63901,19450.44269,51108.72197,45450.56927,5681.421226,2237.467092,5030.924281,19015.6546,17942.17983,20579.75134,31191.44288,33445.31594,62044.12215
Q13283,G3BP1,23120.19702,55362.67723,21886.47461,10192.98846,27690.5858,22217.09615,4516.907185,,1964.902662,36682.87615,17671.10456,22185.94451,15777.77106,14876.05697,20596.86745
Q13296,SCGB2A2,23367.21475,,15657.98595,8228.560804,24620.95058,9191.515399,9702.780929,14449.33873,16561.42345,14744.0481,22273.72163,8240.495672,22266.08583,12981.66854,6984.25883
Q13310,PABPC4,10186.00833,22956.81641,11984.76438,10371.56346,14092.47416,7071.993431,,,,14164.69097,9552.258089,6737.702431,3761.161359,2568.194991,5471.36465
Q13315,ATM,2254.159909,4896.368818,2930.700595,2619.159887,10199.84543,13757.13023,1370.235444,1925.668205,1645.191383,8245.114281,4251.849406,9901.170501,8819.099609,9146.25985,14334.47671
Q13322,GRB10,4117.409552,7621.788858,,5119.169172,4709.376999,5624.834695,,,,,2852.33752,4822.270186,,3126.046275,4181.804723
Q13330,MTA1,6633.742326,10139.16187,5105.828407,9061.297866,15976.26026,17163.99144,4357.172385,,3673.288292,21383.75265,31336.58185,23854.0157,16782.55526,17821.65617,33320.03767
Q13352,ITGB3BP,,6391.675822,12541.55038,,,20120.95218,,,,18589.1329,40208.7104,10323.05878,9510.380558,20109.93843,20963.07469
Q13356,PPIL2,11959.07506,36600.62161,5805.025821,11520.69599,9122.072266,35906.52809,,7003.267441,,30320.02121,41163.39844,11585.17457,27974.43923,13105.52258,10838.00879
Q13363,CTBP1,7803.548088,25551.44023,10987.35783,6750.312534,16336.70371,21966.67834,6809.709927,,,22649.63812,40191.27402,36413.96518,25893.4046,18686.92416,37987.09459
Q13404,,,18081.85352,18736.39062,,82070.53906,33135.09375,,,,17030.39844,16084.75586,11878.24609,7598.556641,7755.36377,8247.510742
Q13405,MRPL49,,11808.01367,,,7335.713867,6079.300293,,,,,7353.176758,5259.897461,,,3789.825439
Q13409,DYNC1I2,2667.334704,15721.48926,10506.97266,11432.79895,22154.14154,17063.03353,1643.755116,,,12252.10127,5765.480957,7645.067871,6563.585032,4081.581787,10924.23047
Q13415,ORC1,3594.663223,11402.223,4199.974223,4135.811845,7545.485277,9283.776367,2239.546931,,,19679.55291,19069.57201,22643.21875,15656.39941,12067.08418,23755.67111
Q13416,ORC2,12673.9708,18969.19387,17671.98113,23455.88005,44438.40588,43186.53604,,,,49466.02036,61164.73777,63074.5316,33001.85807,32861.5377,47393.58309
Q13418,ILK,19703.47513,31691.67766,13626.57893,21003.39182,38089.81615,41873.0617,5730.830232,,4709.425797,25784.06557,22357.06457,24437.53771,19265.62379,20978.01853,23320.09508
Q13423,NNT,5734.419153,14814.65809,12151.52453,,14587.20392,13882.72889,,,,14879.80762,19086.94942,10705.93816,5974.951909,6511.065944,13342.21591
Q13427,PPIG,6948.190238,13622.74118,4741.784164,8116.205518,19546.76211,19589.67936,,,,39538.22436,53654.39437,38837.89524,20579.76653,26378.67194,29704.47793
Q13428,TCOF1,13333.64781,27981.98735,15706.66038,14713.17068,25170.12045,31068.62301,2958.825011,,3783.474914,35354.10954,46130.79199,49025.22331,19160.16383,19579.96036,32755.31641
Q13435,SF3B2,29387.31207,63013.88302,30746.88394,27727.91907,54558.09356,45461.31722,4365.925366,1660.029186,4311.316888,110568.9759,116678.8439,106187.152,64425.92162,53463.18718,99360.39761
Q13442,PDAP1,8685.373329,8718.211264,9308.514576,28611.89762,54337.51321,46714.25126,,,,24077.12489,12730.38567,18412.21471,35486.70847,25577.16867,41092.30857
Q13459,MYO9B,,7151.662598,2278.256348,,3103.521484,,,,,,4865.314941,,,,7615.657715
Q13472,TOP3A,3078.969357,8513.041693,,3230.022587,9264.283835,11056.71052,,,1756.580154,8353.470955,7472.231603,9933.796847,12462.66723,10284.89292,17282.49471
Q13474,DRP2,84628.60938,,,91639.19531,184229.3438,126891.6406,18014.9082,10885.60547,,,44980.77344,48291.33203,,34117.21094,
Q13492,PICALM,2620.965011,6008.27114,,,22074.52132,23468.71611,,,,8997.715301,7182.274817,14922.96683,8384.19691,,
Q13505,MTX1,,6545.151367,,,,7704.249023,,,,7448.489746,5121.078613,,5275.286133,,3318.322266
Q13510,ASAH1,28145.16992,6979.411133,18951.83203,,,,,20782.92969,,,18393.41406,,,20090.17969,14430.80762
Q13523,PRPF4B,3478.563101,9937.798109,2241.598665,4993.138072,12229.39088,11877.19356,2213.525499,,,29315.40889,30881.15625,31944.10915,15077.15744,17731.16758,30960.66114
Q13526,PIN1,20759.49609,14373.26758,,2866.219238,34951.55469,32780.26562,,,,36049.84766,15665.88867,11126.96973,5459.490234,14355.39062,34178.5625
Q13547,HDAC1,6057.904749,19058.09231,6182.158615,7130.8033,16881.60423,14899.76201,,,,17333.15857,17423.85113,20709.69257,14687.08282,20349.95254,27225.28495
Q13555,CAMK2G,,9388.487305,,,5788.162598,9793.720703,,,,,3420.683594,6855.530273,,4270.17627,12018.58887
Q13557,CAMK2D,,,30389.38086,,21102.9082,26065.21875,,,,,13529.43164,21579.19922,16607.47266,,20024.74609
Q13573,SNW1,26049.68812,54733.60823,23455.14539,21167.2381,39076.10792,40453.91218,4876.995126,,4377.094549,70877.73858,88066.92431,76646.48926,48496.52607,44475.76227,72201.15647
Q13595,TRA2A,35506.61127,69883.49495,28385.57195,70728.17128,115399.6255,138456.0398,14859.56422,,18158.25566,149954.6543,186729.6074,188072.481,124228.9103,138921.0207,209050.6185
Q13601,KRR1,10220.85482,27855.84203,10373.30703,21890.11075,41052.32018,72713.62778,5043.335194,5538.433524,,57448.00879,71281.80594,93514.36152,51082.33948,57365.79865,76461.75752
Q13608,PEX6,,,18089.07031,,,,,,,,11155.75195,,,,
Q13615,MTMR3,,,,,,,44932.22266,,,46641.33203,51828.05859,,71200.91406,31524.5332,
Q13616,CUL1,6174.668125,14087.10369,5306.164096,,18806.61486,25909.56208,2874.332231,,2974.138193,29721.61855,27148.08441,29852.03015,10471.59771,12994.12888,20044.48392
Q13618,CUL3,6459.003711,8224.246094,9480.542007,6638.64655,9381.889029,5932.256597,,,3975.318422,9535.38568,11334.16602,10597.41343,2354.405809,10014.2722,7683.886873
Q13619,CUL4A,10861.14216,23776.41733,9181.507274,8034.947023,21171.64258,25569.18802,,,4209.27521,38171.49053,37190.53125,31977.4232,20870.30272,21651.22708,32349.73938
Q13620,CUL4B,4022.076501,9476.129337,5991.118533,6174.267342,10632.94689,11144.28586,,,,15817.02803,20521.07053,20202.59149,13528.10113,13506.79018,23330.9566
Q13634,CDH18,65312.26562,61453.27344,22948.42578,42451.39844,,,55729.15234,,,55073.88672,44018.25,55125.23828,54310.96094,58369.94531,34551.09375
Q13642,FHL1,,18825.42773,12614.56738,15281.32422,30768,26670.83008,,,,18952.91211,21258.69531,15632.05566,17960.47461,14321.89648,8453.643555
Q13724,MOGS,8225.14969,31224.2643,7548.568007,3871.630595,16780.79716,7403.191864,6421.400201,,,17082.73245,11847.51051,17350.16623,9012.663432,8796.661621,15955.77201
Q13769,THOC5,8983.037122,16212.95319,11127.40486,9647.477292,23607.12167,22538.0227,,,6461.468484,46608.97981,44769.88706,54107.65185,29487.266,26551.68666,45247.55149
Q13813,SPTAN1,8451.686892,15617.12838,10371.75625,12551.79721,36298.50825,25303.57336,4404.965371,2181.708388,2246.003918,45775.83266,37948.91617,34144.59393,15561.35205,15684.71201,26899.11805
Q13823,GNL2,6094.895428,19036.11596,7392.914005,10826.40874,21968.70323,29430.25039,,,,32817.19221,40464.74793,48026.81072,25350.96278,24611.54028,42825.66458
Q13835,PKP1,17382.33645,4504.004333,70587.80915,5852.446095,9773.688477,17872.69085,11654.59042,6787.994025,8863.866763,6155.672262,10624.11069,7157.749982,13233.45767,4481.49248,6381.55983
Q13838,DDX39B,75513.56964,155826.75,64474.86676,64742.49834,112146.9885,118477.997,15582.39246,4068.718228,12306.17596,214278.9688,225437.1898,252381.9434,165019.7612,134865.4592,237707.5579
Q13867,BLMH,19763.80892,4350.310958,7412.582118,2391.172079,7325.815168,12786.40131,11818.65385,8084.554474,10301.41984,4622.075161,13349.76927,6029.838338,12126.39125,6580.412853,9998.255564
Q13868,EXOSC2,2545.697578,13187.74769,4440.55936,2172.928827,8582.488904,18022.04505,,,,22034.16754,25367.43518,28732.02713,15908.17663,19461.48652,34812.99464
Q13885,TUBB2A,,,20638.93359,11335.46582,,8059.809082,7560.279297,,,,,,,,44370.16406
Q13887,KLF5,,,,,14580.5918,,,,3828.455322,9907.851562,13374.37207,19323.43164,,11848.52441,5751.168945
Q13889,GTF2H3,11645.60211,21648.39643,15848.35949,,24241.90663,,,,,45321.90389,35958.47992,28471.97844,25268.11997,23778.99754,34982.93098
Q13895,BYSL,9842.321877,29969.25019,7464.734491,6479.329263,10049.88964,33531.20113,1599.871021,,,42828.97853,47945.59517,55467.54018,29448.39575,34590.56497,40535.81666
Q13901,C1D,,25155.38086,30646.44922,,51161.71484,47536.67969,,,,85528.32812,121780.0938,105040.2109,55212.77344,74857.33594,124982.2266
Q13950,RUNX2,23233.3046,36630.40369,21543.79096,13991.95537,18098.73345,9678.636246,8285.884985,,4023.557198,7919.669197,10530.16403,19194.63404,13058.83513,10693.90124,24551.82745
Q13951,CBFB,14964.0293,48008.47028,26227.19125,,13469.39617,,,,,5463.820312,17324.66016,11625.86328,,8745.544217,20160.53912
Q14002,CEACAM7,,,64205.13672,,,,,,,,,,,,8010.723633
Q14008,CKAP5,22598.48339,45290.80141,16234.91019,20792.32247,33189.09446,33200.24229,4068.779033,,4238.276034,30539.61678,32363.82725,24808.88848,27636.33389,31357.92341,41350.02565
Q14011,CIRBP,24613.80665,43078.87571,7646.745296,6877.828787,52707.14453,42498.14158,3835.934831,3206.215989,3560.3113,67574.54688,71689.88414,55457.87011,57642.68359,40394.35938,80518.4375
Q14031,COL4A6,,17558.90234,18723.78906,11212.94531,14790.30957,,,,,,30060.57422,16380.11816,31692.89844,22684.12109,19021.41211
Q14103,HNRNPD,75885.18936,141014.6168,94270.37719,90781.66649,126154.2776,149781.5044,21385.20978,8545.370148,23745.94754,205146.284,239143.0743,224539.2364,139132.3894,127767.7102,175251.8091
Q14116,IL18,,,61123.69922,,,,,,,,43086.26172,83477.91406,,,
Q14119,VEZF1,9980.333631,24648.41421,8725.602331,10407.64943,24738.75841,25860.82518,,,3964.365504,40608.44319,50848.729,51001.7157,43583.26073,34553.47214,43662.38173
Q14134,TRIM29,,,18622.0625,,,,,,,,,2969.038574,,,
Q14137,BOP1,10793.50932,33091.56675,11190.5653,12295.95649,29017.44197,63294.00113,4993.403718,,3207.844938,48246.75282,58401.15373,78961.8345,44671.75903,52963.47993,82143.31774
Q14145,KEAP1,,4552.458008,,,,,,,,6340.750488,,6689.866211,,,
Q14146,URB2,4625.668924,7923.724178,5105.568993,3286.770683,2937.07747,12161.12752,,,,8385.777812,15100.14081,17547.19108,8002.1888,12802.69907,18614.75119
Q14147,DHX34,1752.208707,7094.558807,,3339.155599,,1447.42175,,,,13577.08868,18129.47013,15985.03562,8621.432674,5778.102429,10239.24992
Q14151,SAFB2,22532.39618,64742.2739,30162.107,43472.60266,64834.01891,77848.09207,5775.71203,,9747.367401,108681.8167,137492.576,127410.1166,81330.33357,90112.92055,138793.6897
Q14152,EIF3A,,12240.92163,5992.692903,6384.486397,6401.040477,,,,,,,11750.90151,5315.987933,,4982.491034
Q14157,UBAP2L,8668.825983,28090.16406,13144.51976,3447.103814,10463.84234,9882.902607,,,1903.526393,20155.45939,7784.484917,14493.05469,5766.730915,5137.434921,8927.017986
Q14160,SCRIB,4851.130699,7552.932352,3397.522957,9391.517011,20704.26354,11135.08615,,,,26067.85972,24137.59028,16524.20359,3722.459606,3147.579256,8084.468415
Q14165,MLEC,8202.873349,17403.41915,12108.05364,5022.005799,10545.156,15653.61048,1827.880374,,,24764.05128,30937.91424,20906.91723,12679.40497,14954.46504,20336.65445
Q14166,TTLL12,5996.410645,9265.274414,11793.59473,13218.33594,10299.44141,,8459.332031,11404.73242,8286.521484,,,11171.4082,3708.719971,9490.615234,5531.238281
Q14185,DOCK1,,,,,6280.670743,8348.534001,,,,,3963.84002,,5095.972646,2788.263035,
Q14186,TFDP1,,,,25313.60547,11997.65137,,,,,28375.5918,16756.72461,,,,21987.59375
Q14192,FHL2,5227.405095,16705.63486,7033.939601,19831.0284,22405.06324,22613.65183,,,,18620.59071,17024.0263,11569.41678,8463.267941,6899.918669,10465.74937
Q14202,ZMYM3,15685.91635,31788.12064,14676.55788,12491.27373,28562.81076,28414.36328,,,,34503.71694,39029.59237,31945.95636,35186.386,35565.9302,51480.02442
Q14204,DYNC1H1,10801.65344,29046.56701,16821.03102,13180.10498,40857.06254,31195.15482,3726.06319,1796.053969,2636.293823,17718.18121,9778.976602,10378.55089,13298.24493,11206.19385,12559.51567
Q14207,NPAT,6980.354674,10770.13703,9671.509927,9700.897444,15674.03516,11543.64954,,,,14713.12038,14103.50745,11732.49748,21735.40768,21321.48438,27238.74623
Q14210,LY6D,,,34448.96071,,2391.235407,,3439.043794,,5033.671179,,,,,,3035.706243
Q14241,ELOA,17450.04113,22056.41824,8278.725099,6504.434866,12797.40908,19915.98719,,,2799.690597,22538.14775,17966.83397,21978.58312,16338.76976,6095.906514,16745.0382
Q14247,CTTN,,,38749.45703,6984.274414,22803.08398,,,,,12577.41602,8020.183594,8001.024414,8001.072266,,
Q14254,FLOT2,,7711.197587,,2843.614698,14962.61322,10567.59602,,,,16590.4837,14681.85307,13249.81818,6978.135586,7422.380155,14720.88013
Q14258,TRIM25,,6647.749739,13765.53107,4385.754015,11348.4858,8993.301931,,,,15083.9556,15473.51387,14695.69743,4556.930662,5422.698791,5036.95277
Q14315,FLNC,8144.283459,21428.70009,12289.52204,8668.821608,15334.98014,8638.3086,1452.413546,,1467.476781,12827.73539,9854.395826,8886.0297,4791.716564,3575.44138,6262.485674
Q14318,FKBP8,,,2846.388916,,,6913.062012,,,,13702.36914,9554.269531,12336.97949,2477.776611,4943.551758,10208.28906
Q14324,MYBPC2,37761.78125,31159.875,19634.19531,35758.90625,39803.86719,42597.79688,229542.1562,210166.8594,253556.8906,50417.62891,22813.08398,45163.94531,21177.62891,29501.67578,34211.35156
Q14330,GPR18,36553.65234,68935.14844,57245.00781,49382.125,32995.26953,,60276.32812,,51386.69141,,77840.03125,,72720.14844,71444.47656,89746.57812
Q14331,FRG1,11007.92118,17423.20504,11161.33032,49172.44384,62788.53609,61674.74795,38301.92014,13436.0031,38066.13616,61144.87324,45518.72905,62371.39419,60037.74929,58025.59381,67724.43916
Q14344,GNA13,,,,,10888.21484,7374.307066,,,,16635.25781,15298.12045,13867.87813,,6405.880148,5883.02955
Q14444,CAPRIN1,20968.85804,54757.21693,28699.41801,16389.72242,26786.02225,13741.30959,1951.135534,,,26686.83027,15508.70539,11524.27455,10222.01227,7213.179264,13461.63912
Q14498,RBM39,20977.20157,54225.97516,31529.00771,30368.66438,62457.14506,59825.14675,9854.516728,3880.856404,6391.333591,74787.88848,80003.98198,77053.93421,54881.73082,49818.65966,87201.57876
Q14527,HLTF,7657.583984,12532.23946,3269.283412,5549.364925,18675.04802,19927.09106,3530.708044,,,19744.14344,22251.90941,18286.79028,18469.43548,14268.12268,24598.97903
Q14554,PDIA5,6292.45752,13119.0332,,7591.220703,7251.597656,4283.112305,,,,8502.918945,,,6831.478027,,10343.31738
Q14562,DHX8,1922.08275,5218.742177,1661.711726,1936.258185,7273.874739,6383.192371,,,,17206.16739,21464.72521,17064.82082,11577.22161,9648.551465,13074.40048
Q14566,MCM6,19494.07518,33944.68669,14129.66775,31128.33854,57111.12737,53128.28614,3941.20993,,7413.766689,58690.69091,60019.36147,54428.65683,43157.78655,40117.10646,64685.2484
Q14571,ITPR2,,,19191.10938,,,,,,,,12119.57715,,11320.0498,7244.470703,
Q14573,ITPR3,,4421.098633,4103.920898,,4897.968262,,,,,4952.835938,5253.675293,6638.464844,,,513.1955566
Q14574,DSC3,43334.54688,8887.425554,19602.31029,9650.910857,8398.23531,19175.09837,25949.24196,6636.512079,16828.07931,13538.43769,23268.08594,21998.58266,16171.37456,17146.07623,14837.46515
Q14624,ITIH4,12090.84574,12750.72435,7093.198841,1200.06719,2130.372444,1967.322136,2317.827478,,2055.92069,1265.908043,1270.471471,2120.956152,1905.513269,1234.210017,1257.818391
Q14643,ITPR1,63274.625,42876.82422,43776.11719,49041.51172,52955.08984,73552,66271.50781,59438.17969,77006.14844,52814.97266,57070.13281,55071.14844,68828.82031,54988.99219,45536
Q14669,TRIP12,15828.449,32853.2702,13099.16784,12606.76169,22596.11202,24489.24663,931.9297168,,827.8508119,34147.99944,39681.84971,33902.94789,29590.79192,27869.74069,48482.60496
Q14674,ESPL1,5408.162413,9224.312936,3665.977269,5666.902397,12426.14062,16376.35682,956.0154951,849.6989702,856.7548478,8687.743164,5619.496882,5343.887596,8661.640798,4714.862135,7619.574219
Q14676,MDC1,14744.39305,32599.92434,13669.61898,13859.42934,29513.97011,29926.8183,1609.953382,,1151.984417,40717.43666,45326.92627,41915.9422,30100.5313,28109.29513,48824.31283
Q14683,SMC1A,31963.77544,57964.7726,30386.41824,36749.11158,65259.09375,73121.49015,7837.111073,2778.694761,4784.735874,69783.3419,77276.65697,67169.45507,61715.4744,61621.17397,97832.80416
Q14684,RRP1B,12018.86348,31080.90573,13899.18029,8602.878036,13799.92718,30489.36055,1016.934568,,1594.024317,27890.66238,42463.50117,46239.59975,26433.14651,26216.09058,39952.79964
Q14686,NCOA6,,7865.73094,4804.103146,,7770.0953,4907.871393,,,,12439.33798,15753.8579,11480.04167,6314.498966,,9240.499225
Q14690,PDCD11,5642.277464,15734.94998,6426.352589,8292.636236,16283.58387,34373.25391,1572.404952,,755.4776108,30161.84734,44341.30898,56961.07986,25412.64755,28462.08236,48290.53722
Q14692,BMS1,4931.909266,14469.15718,5692.440096,7172.408902,12944.5092,24793.68235,2643.55424,,2642.812838,18636.07577,28087.71111,46734.74304,17931.16942,25108.15007,38290.26542
Q14693,LPIN1,470306.6875,334699.75,338942.25,213179.0938,350685.0625,410840.5625,444152.6562,237755.6875,426867.7812,425501.1562,240693.25,304574.7812,403277.6875,384364.3125,315671.0625
Q14694,USP10,12941.21796,41027.69001,26031.24449,,28318.17407,25209.3493,,,,19821.513,12558.36294,7986.783213,9130.005438,11170.18192,18796.20126
Q14697,GANAB,,6552.389648,20839.34766,4666.953125,7850.86084,3763.786865,,,,8993.660156,6167.064453,,,,
Q14699,RFTN1,,16514.28516,8555.575195,,11403.61621,7156.873047,,,,17132.35938,12064.74902,9119.924805,4751.609375,6549.723633,8260.3125
Q14728,MFSD10,,835.0888063,,575.0481444,521.0476301,4024.941797,1629.976953,,,11718.64541,19245.25781,12492.72658,4191.5481,6650.011216,6624.269049
Q14739,LBR,89116.41393,163118.8625,88764.48631,60095.95614,97369.6201,104946.8445,19346.94449,7081.577362,9836.511224,130954.7154,160059.6404,137912.066,122177.4041,112895.0629,196588.1666
Q14764,MVP,,,15976.8623,,,6926.900391,,,,,,11402.03711,,,
Q14781,CBX2,8317.865174,23975.14288,5277.307943,9406.662663,11088.25098,17922.92319,5472.519997,,5281.327732,17569.97558,15996.20703,19763.28885,18511.36868,22910.40625,31224.97656
Q14807,KIF22,20610.64435,44731.66349,19459.13627,23080.41884,43224.48116,49099.23999,1480.659369,,1873.897923,38140.26844,48014.87663,45401.47142,47909.21525,53632.9871,87393.80097
Q14814,MEF2D,5434.262608,19592.7168,6647.514265,5683.913029,11946.52734,14881.11548,,,1625.631656,7965.90009,6338.73584,6172.09557,5061.314535,6085.185755,8599.4644
Q14839,CHD4,27346.07547,61813.43848,24069.83487,26587.37161,50280.08974,47290.67908,3212.769666,1941.265012,2641.245005,64311.56504,75232.98697,66325.61929,59653.10584,56354.1155,89685.28392
Q14847,LASP1,28446.97904,39885.80608,34763.16227,86879.4127,128582.0495,105556.4827,11512.59121,,8326.887067,54809.42797,53132.0119,41067.53458,30102.1009,27790.53431,34022.28708
Q14865,ARID5B,,4800.780645,2964.148193,,4785.568111,4212.162776,,,2170.737652,13068.8055,14895.49805,9998.118699,8947.311694,8051.459473,12178.69044
Q14919,DRAP1,9192.34198,13489.81606,9269.992627,15571.43843,13612.26837,12556.61576,,,,12691.08261,16148.60036,17289.053,6440.024937,10387.73757,22031.46122
Q14938,NFIX,3582.955377,,3384.973054,,7665.402038,12481.73633,,,,24335.09567,20563.24219,15083.73242,24155.48909,26759.39434,30681.0325
Q14956,GPNMB,23147.67578,,33645.71484,,,37210.05078,24275.7793,23424.07031,,21245.05273,22816.96875,,24672.53125,16020.22168,42129.04297
Q14966,ZNF638,20849.38097,43382.02229,21859.17382,23311.55499,35295.72317,47314.95062,3544.965674,1096.619456,3592.17014,66497.03763,79760.34215,80928.4979,50987.1474,55244.83232,84943.7181
Q14974,KPNB1,9810.628211,32758.96942,14378.33127,7513.051882,19439.82801,15090.75413,3414.432832,831.152342,,33571.34162,34709.82405,32537.72235,23378.07077,18264.77474,34744.19657
Q14978,NOLC1,9514.264552,16039.39531,8782.067257,13662.14205,20298.50289,39696.70698,4094.763865,3585.556524,5716.729223,21639.05502,37400.10377,52672.55469,13944.36544,21227.31587,38694.08902
Q14980,NUMA1,44414.64849,75475.95379,39113.9686,49389.6837,84751.29039,80962.48794,6335.086627,1846.245634,5531.840142,108500.1928,128191.492,109403.4083,95087.66453,83506.0989,130761.3275
Q14997,PSME4,16918.47461,14694.90723,,1756.615356,8310.074219,8293.132812,,,,9684.470703,10019.58301,12772.58105,18272.13867,8745.59668,4898.416504
Q14999,CUL7,,,18405.48633,16411.41602,,,,,,,55220.03125,,38321.51562,,
Q149N8,SHPRH,5900.933105,4708.270508,,,3910.718506,2665.759521,,,,4737.449707,,4597.82373,5725.527832,3789.609131,4276.693848
Q14CN4,KRT72,78681.13281,,87815.33594,,,,,,,,22390.8457,,52389.19141,,
Q14CW9,ATXN7L3,,10072.00195,,5024.610352,11838.97656,19053.22852,,,,19873.26953,7706.484375,16043.77637,13576.65723,11370.68359,6704.438965
Q14CX7,NAA25,6506.110352,20990.95117,,,24964.76172,25253.11328,,,,13813.78125,,6833.943359,,10486.78711,12764.72656
Q15003,NCAPH,,7764.071777,,,,2495.410645,,,,,,3301.777344,,6596.434082,9968.792969
Q15004,PCLAF,25250.90192,61925.31798,20571.29031,33921.19672,59346.20398,52896.02872,7542.568306,3572.783452,5417.19197,35379.81059,34384.54857,44412.30078,51378.8282,57860.98061,82623.26123
Q15005,SPCS2,16634.00031,32713.14648,21311.076,15090.62094,25171.22706,33625.89062,6677.61498,,,51410.38281,40468.59588,63576.64453,38559.32422,27217.33711,66091.42188
Q15006,EMC2,,14863.34277,10508.62207,3105.454102,7007.841797,,,,,23983.24805,20022.45703,29071.20898,10745.9082,16293.06543,26949.79297
Q15007,WTAP,4383.273247,15963.50127,8074.113697,17223.02197,21559.60347,23640.11688,,,,51106.36206,58519.30122,56088.86537,30860.18568,32248.86964,40020.13576
Q15014,MORF4L2,17954.38806,35383.73611,23967.92461,16924.3747,55411.93573,50917.81874,5882.518557,,2800.811902,48848.51094,55790.74848,42305.34513,37645.42005,28853.35716,44060.16062
Q15019,SEPTIN2,12986.65219,30443.76932,17357.01521,21279.96519,29675.56774,32205.72686,7501.438442,4021.010362,4361.822112,22514.77069,22317.02961,16813.70666,14472.83532,16799.07941,18735.76791
Q15022,SUZ12,9721.244494,28385.28556,10104.18013,9704.223426,37388.44132,40751.15506,3129.107619,,2991.93154,44930.37037,47638.7622,48620.76032,43758.1615,34924.12598,65365.17852
Q15024,EXOSC7,6028.962775,16834.8308,6305.230359,6960.468526,10172.31791,25400.21843,,,,23515.16444,33562.85706,40137.90726,20178.45683,22828.97656,33812.98703
Q15029,EFTUD2,11314.37136,34011.07932,12172.52555,9804.754868,23091.92502,26759.71492,2247.578313,,2152.643142,72413.41302,83132.88335,69967.64478,41667.24677,36899.02749,59836.09585
Q15050,RRS1,15138.1149,36207.62084,23390.38922,23086.25015,36898.47332,64896.28317,2779.37364,2441.529499,6054.413701,54828.00641,72235.59203,100434,42271.35475,57098.93757,89998.40535
Q15054,POLD3,5923.189485,12772.45519,16604.81999,5277.615337,9001.378249,12642.43084,,,,10116.41366,13138.20382,12014.29156,16688.90798,,18182.33884
Q15056,EIF4H,17481.15549,12041.80217,20478.1389,20886.84103,40705.02508,49168.16047,,,,13414.12262,7432.428441,5964.582285,13895.93093,8524.111374,13676.63285
Q15058,KIF14,4495.866577,3300.444717,,2412.382377,2889.969937,3700.773257,,,,4612.795965,,5568.879191,,,6983.220762
Q15059,BRD3,13603.91461,16044.3046,8833.335385,20186.56015,19948.96681,21647.657,5536.701854,,,28701.92881,34781.68757,30816.59003,20990.41755,21254.58824,36525.68209
Q15061,WDR43,9780.437932,29496.69437,13030.79076,15340.80583,23184.7891,42070.54077,3546.349216,,2823.453561,46466.65004,65061.68498,74594.46734,35746.51725,39214.99265,73653.15073
Q15075,EEA1,14112.33887,18613.60352,,,21019.30273,27508.91992,,,,18654.86328,45791.9375,,14503.73633,9805.199219,14902.40332
Q15084,PDIA6,,15491.41222,55392.18458,,8659.869628,,,,,7533.658534,6679.995173,,,,7207.832522
Q15125,EBP,,60277.63281,104357.9375,67589.67188,77921.53125,123135.8828,,,,60041.42969,107268.1406,65954.82812,73986.59375,72206.54688,92455.36719
Q15149,PLEC,79171.53675,168025.1281,87217.08236,50246.38736,101675.9576,74277.00632,33065.35935,8779.683239,13644.24417,119785.7697,91993.50582,84463.80004,42930.40332,31763.93584,60575.15971
