ID,Symbol,CC-1,CC-2,CC-3,C4-1,C4-2,C4-3,IG-1,IG-2,IG-3,Z1-1,Z1-2,Z1-3,Z2-1,Z2-2,Z2-3
Q15165,PON2,117887.0312,4680.22998,,27016.00391,,84290.53125,133883.75,,155272.3906,114895.8438,40507.56641,95888.67188,98308.59375,68290.82812,
Q15181,PPA1,,,17544.82933,,,,2120.778914,,,,,2537.039297,,,
Q15208,STK38,7376.422363,7630.541992,,3929.496582,5721.603516,,,,,,,,,,
Q15233,NONO,167005.3184,321488.5589,163506.968,129000.0182,237864.7244,263918.5673,41444.09817,14023.50714,46018.06534,377012.3254,408476.6725,397898.3937,307555.545,285354.1137,428373.6352
Q15256,PTPRR,,,99766.5625,102694.6875,98320.53906,42958.19141,,,,64334.23828,124411.0547,,,45202.80469,
Q15269,PWP2,1667.381803,9227.177614,3903.69955,5134.19805,8784.798106,13130.77765,1227.905626,,,18075.4247,19590.02649,30369.18445,13863.51815,13499.28699,23147.05247
Q15286,RAB35,10622.74219,22632.26432,7009.559818,6700.972168,23614.86318,24692.87677,3866.252964,1319.950483,2208.868685,28842.06251,25378.35231,22930.93016,15540.32036,13442.96631,20163.51864
Q15287,RNPS1,27045.90041,64859.1443,24112.76268,36079.87589,62788.21703,59221.39599,5413.582569,,3336.173111,117003.6442,98898.32025,156317.3755,86086.97872,87805.15625,130026.8861
Q15291,RBBP5,5908.944905,16882.34718,5238.037107,8363.038816,17542.4777,20947.12119,3783.290996,,,33066.66211,37571.22128,39079.19339,25511.10125,20334.14393,39941.92303
Q15323,KRT31,,,2232.297607,,,,,,,24802.94531,,,,,4634.469238
Q15326,ZMYND11,7576.105828,24799.98155,11545.24186,11074.99224,15720.51109,20110.785,,,,29555.79868,27522.64857,37826.92832,23305.69595,26995.69322,38387.40227
Q15345,LRRC41,551.6975169,,,2841.58436,6412.485604,9047.099295,,,,12196.86906,5559.037422,8574.482053,5410.223347,5462.679715,6879.964122
Q15361,TTF1,,5480.910682,2206.792395,2511.076363,2918.904622,5451.549402,,,,9088.588184,11134.83361,8773.807017,4910.709484,7328.424714,10084.79367
Q15363,TMED2,,1861.212524,3601.851318,,,878.3173828,,,,7040.827148,,,,,
Q15365,PCBP1,92141.5941,167256.6336,112202.5046,126893.6564,200525.6562,206418.5895,16929.9576,5260.32149,18954.44441,180856.8805,208090.6897,165819.1587,147056.7481,142730.8639,182298.8707
Q15366,PCBP2,79867.5187,148334.1533,84310.03363,76610.46854,122872.7321,125450.1788,15900.58424,9921.197436,12880.6061,116389.1229,137671.8295,117385.703,102290.5283,100461.0872,137212.3461
Q15369,ELOC,,18200.79,16668.88248,9226.09227,10314.11028,5579.297958,,,,32444.11263,14951.10082,20850.23258,20328.64196,24473.24707,10047.23853
Q15370,ELOB,6054.235351,12727.73283,12130.77163,12198.78068,33981.98035,12980.17788,,,1919.795159,22481.01521,23669.17453,28925.61963,9585.846588,12057.71973,23979.45004
Q15393,SF3B3,18314.39981,47449.57789,21638.257,18633.94292,34260.05854,33660.0871,3727.92966,,2628.071398,88726.54867,85970.72685,90847.42164,48512.61016,44605.45323,67166.77625
Q15397,PUM3,11904.09318,36925.36672,15075.9542,14543.58971,32471.4396,54988.47943,,,7526.803763,39225.22854,65762.80469,80544.27944,47674.4673,59294.00781,86145.9375
Q15398,DLGAP5,30688.48858,49773.95752,27180.91259,20209.20606,42938.73438,49347.96144,7056.332044,4209.584526,5402.80867,30121.49208,34808.57048,25202.47908,47097.17798,49700.28886,73577.9281
Q15399,TLR1,37869.01172,39728.87891,33979.71094,28446.19141,20718.86914,34292.58203,41113.94531,26591.76562,,40600.50781,43021.89844,41901.40625,38895.57812,43547.07031,42555.77734
Q15404,RSU1,28981.91276,26172.57089,31772.42131,19590.64421,49907.75477,44499.77375,,,,28731.55788,38924.67457,26866.09157,27670.94089,25583.3983,26904.63432
Q15413,RYR3,31108.55172,10377.51709,7787.105851,2947.458642,6863.187437,20011.29092,12444.04517,8499.19719,14593.89962,11713.31827,8631.706144,24519.96625,15783.76835,23298.45261,11247.69706
Q15417,CNN3,28647.70787,57156.89197,39198.63793,20491.27527,46551.56881,35191.01488,7796.952688,2534.757027,3979.182207,25806.90634,23767.25713,22158.26713,18555.31445,16733.21119,32459.53906
Q15424,SAFB,54028.13281,110466.2833,58900.36581,86936.05355,114475.4648,139808.4588,10761.65511,2659.212464,9538.476643,192990.3491,246133.5166,238720.2869,151928.6679,143454.2175,228249.2316
Q15427,SF3B4,25557.62449,78545.7004,50349.21484,53012.70034,89799.29865,67712.46875,,,,134608.0082,156108.5,137712.1875,75008.5132,77120.96678,95996.9012
Q15428,SF3A2,26130.54776,56052.62808,35878.0339,27302.02697,54069.53964,41389.46839,7497.58264,3613.105161,7413.652792,107874.4137,116143.08,82267.46314,54568.84052,57420.06163,91525.38251
Q15434,RBMS2,,13998.31152,11724.86426,13622.25781,,11806.54785,,,,15965.93652,26040.30859,14097.84668,,14204.00488,25359.86328
Q15459,SF3A1,18415.33002,40801.29213,19761.61413,26037.79991,47232.85207,37103.17664,3613.342845,,3684.36038,89528.5891,88940.25693,66699.45137,43362.20364,37740.69638,64455.27518
Q15517,CDSN,65853.64499,17038.07377,61425.23798,21649.1582,46627.93143,71998.45312,50206.44531,68986.46875,44299.57221,38430.07031,61947.94469,41251.62546,29023.84766,37686.53906,45705.11885
Q15528,MED22,22732.85129,24217.7592,14127.45332,22139.80677,18686.05313,15657.20472,,,,18703.02506,20746.81805,20103.94733,,11546.87362,20712.42448
Q15532,SS18,18179.34766,33045.50781,24986.34766,33274.38281,14336.66406,34871.6875,7214.662109,,,32137.44922,40513.75,43950.48828,20526.79297,12642.17773,38983.47656
Q15542,TAF5,1506.541606,3979.394799,2281.079553,3623.186586,9131.283885,7968.599821,,,,17230.19197,17461.86532,13778.86879,8935.918391,11878.50503,18679.93603
Q15543,TAF13,1637.877686,,,,,,,,,4639.880371,,7171.913086,,,6323.85498
Q15545,TAF7,3055.677612,6330.260383,,3401.781498,8342.790417,7656.734661,,,,9596.275995,9840.85877,12025.07643,12325.33323,8435.472994,13885.67834
Q15554,TERF2,11048.13754,33490.41422,9897.501583,8491.96737,24961.73387,22056.25822,,,,36378.68217,36208.38193,38047.93517,25813.689,27727.27638,41788.54889
Q15582,TGFBI,34344.14062,26226.13672,34534.02344,,29324.45508,43085.51562,,,,38811.72656,26818.38672,27265.67578,36876.11328,18995.80469,26192.92578
Q15599,NHERF2,3801.373179,8044.224158,5006.57696,5687.681115,16349.6327,7665.849077,1689.288164,,,15861.96242,8689.062447,8358.255859,10891.81791,,12793.78889
Q15629,TRAM1,7648.231662,15744.30038,5954.326845,4344.337545,10449.1539,7959.534869,1745.857313,,,6582.289692,12999.1064,16064.00145,5096.384523,6012.604483,10558.04391
Q15637,SF1,29835.96279,51992.17076,23231.14453,17059.00145,40439.50208,40823.38429,5238.526633,2643.202991,5018.15929,54391.16556,53937.84711,46192.26953,41825.43182,36130.4375,47062.827
Q15648,MED1,26641.48043,29519.68349,14760.69802,34657.29543,24110.27582,20364.63335,,,,36916.85002,26575.27766,24364.43066,20503.68408,16923.37198,23078.19078
Q15651,HMGN3,16616.93339,28447.97852,13455.62718,42238.62457,71133.84487,79003.69777,3658.393139,1279.877386,4556.260338,68042.33148,78802.12576,82394.02388,49815.7001,70233.39051,83241.7927
Q15652,JMJD1C,2498.271795,5215.657928,2627.696347,4014.486597,6976.754419,7009.266911,,,,11823.92969,15959.79969,14202.54688,6904.135742,8983.510666,13867.81458
Q15654,TRIP6,,,,12098.19531,6347.782227,5438.694336,,,,,,,,,
Q15691,MAPRE1,22531.06061,30993.23908,31892.63585,27847.58239,32323.1421,38593.2525,,,,9238.906795,,8959.576721,15040.70174,,16344.06418
Q15717,ELAVL1,82433.13758,171497.3197,88900.63535,92006.93951,162314.3906,160242.334,19297.49966,6395.979121,20498.74839,266745.7127,295367.152,277414.6769,181184.7979,165481.1766,256785.7194
Q15723,ELF2,2505.591498,8257.957237,4535.270349,5392.641194,11658.17363,9174.975393,,,,10290.14951,6644.411033,14478.90862,4479.269572,4582.652485,10333.26809
Q15735,INPP5J,120671.9375,235295.5312,265385.4688,209595.2969,199954.5156,182430.7812,272471.5,266065.9375,273612.0625,172637.0469,179949.9062,155890.625,180573.6719,247026.3906,254397.7188
Q15746,MYLK,15824.93066,14943.47461,18977.53125,13572.2832,21355.79883,18465.125,,,,33654.875,38262.35156,30405.7832,18807.85938,20678.49414,39604.13281
Q15758,SLC1A5,,2747.222562,,,4413.930978,,,,,6378.039334,,,7087.555074,2402.595508,6133.517942
Q15773,MLF2,22219.31464,,8251.528329,13646.15534,14153.98786,16327.21219,,,5615.113048,50890.54034,48213.92035,49865.44428,22045.49428,25830.24011,34317.37526
Q15776,ZKSCAN8,8403.326321,11480.10442,16587.35701,6535.476631,15940.8556,7732.590359,,,,19358.37976,19555.31667,18273.19439,16095.72274,16623.24449,23302.22784
Q15785,TOMM34,43319.39319,56583.84935,51285.77323,28851.30318,64537.0349,55486.24815,,,,24149.03866,25777.41761,24995.90028,24536.92515,18540.38664,21168.88739
Q15828,CST6,28793.24182,14308.14613,24571.67733,10709.61303,21052.53037,10162.8479,30021.6983,36349.04207,45202.49086,14878.1558,26037.77783,11170.61574,18846.98797,21056.52798,22921.97786
Q15843,NEDD8,8968.848633,70126.60156,36127.22656,40879.07812,84615.86719,59259.83984,7693.962891,,,133410.5,150274.7344,112116.7578,66153.09375,66575.04688,93977.40625
Q15849,SLC14A2,563934,515319.8125,502726.3438,522604.9375,526696.3125,493216.125,261784.5938,223290.9688,235697.2344,477750.6875,491821.9688,539514.625,551803.375,472157.875,465788.75
Q15853,USF2,19312.56836,33015.57812,,,10113.00293,8145.638184,,,,19612.8125,19289.92578,19389.53906,14364.98633,22015.67188,30356.85547
Q15906,VPS72,75158.36534,47086.77242,49354.46403,51381.17422,55810.3213,68996.42814,10337.76406,17400.3309,,86855.62432,105214.0625,114248.1273,79370.18312,66899.93414,83100.62142
Q15910,EZH2,,16333.14475,,5925.983365,18518.60988,17211.41139,4698.875989,,,17896.42969,17325.0385,20798.8125,16520.61776,14456.51647,28056.34789
Q15911,ZFHX3,1916.252896,3276.001631,2164.059857,2491.943668,5034.626105,2876.848394,,,,7587.305508,10163.61223,9066.974544,5443.647697,5311.41008,6416.825278
Q15942,ZYX,4794.199181,9780.552673,7763.382988,19929.41375,28173.50128,15578.26719,,,,9590.869153,3098.339301,9597.996109,,3596.225378,3350.169515
Q16181,SEPTIN7,26122.01465,58024.77498,27816.53011,52708.81691,76658.73222,75427.02102,10884.44661,,8327.195623,68996.41444,55131.27233,52837.40896,36123.41517,37157.64991,48147.30501
Q16513,PKN2,13335.96086,32068.9314,5158.962447,10299.6623,23399.03691,51352.02158,,,,39868.94539,21361.44306,16236.19233,8947.829186,19419.61642,
Q16514,TAF12,,38754.30078,,47241.84375,48679.75,33065.88281,,,,75911.0625,84671.47656,39716.82031,14064.9668,48687.76172,33487.34766
Q16527,CSRP2,48528.29893,81728.29688,44221.9618,58794.43968,96356.55987,88727.31745,25443.13769,14933.68407,22388.62014,89567.67761,72282.12526,67038.92179,47940.65675,37503.07228,64082.26088
Q16531,DDB1,15944.45025,34770.2438,14518.71536,17765.79207,40029.34876,47561.84976,3314.743623,,2558.602192,70351.42288,76849.93222,83312.43532,53307.79716,52126.14922,81339.66482
Q16533,SNAPC1,,2359.473145,,,998.9121094,3347.273926,,,,,340.5143433,,,,1579.686157
Q16540,MRPL23,15106.03469,18758.28038,6316.053936,5918.380707,14833.76287,14048.76371,16229.02344,6256.505738,5405.196084,9906.978398,6056.19302,5844.845951,7933.590352,7357.650138,4428.222275
Q16555,DPYSL2,,,6481.381836,5009.595703,9674.498047,5417.418945,,850.8221436,,,,,,,
Q16560,SNRNP35,127661.6406,198268.2031,114665.5938,168492.7344,224362.9688,249365.5469,39995.22266,,37206.30078,299426.25,396264.1875,378716.8125,263124.3125,304057.7188,340527.2812
Q16572,SLC18A3,47309.24219,80911.07812,83539.51562,,,,,,,49374.44531,63914.58594,53856.90625,,,32374.75195
Q16576,RBBP7,14116.68457,22430.99315,11233.13323,12293.14412,27285.50872,19832.70693,,,,36250.76761,30768.01172,40565.17899,26126.84132,24574.9123,40368.45731
Q16610,ECM1,55747.42925,23969.47758,33646.07046,5282.01857,13588.17969,31719.62922,28908.49153,10925.49146,20527.17939,10570.83548,27291.8963,12031.35476,30216.45487,14138.00053,20134.75232
Q16629,SRSF7,96317.41679,212201.4895,108514.9946,151267.7613,198410.8871,247360.9746,24442.96465,7248.328535,27231.50421,280372.7199,347948.3235,346810.696,237288.5993,236982.0871,344871.5287
Q16630,CPSF6,17141.23704,47477.03924,20163.68584,20274.6591,42985.15019,45006.99609,6704.103964,,8756.230543,41030.17941,37021.39999,46921.66482,39105.819,35811.70596,57485.16523
Q16637,,,,,10549.25586,,10873.51172,,,,17429.33984,10894.31543,23487.75195,15291.43555,,21859.07812
Q16643,DBN1,10897.15781,27278.40326,13956.94708,8161.129819,17404.67823,13082.33497,,,,16809.84608,9718.150763,7449.835054,6124.570683,4929.085198,10527.13896
Q16656,NRF1,,14214.39588,15174.63795,,26187.45869,27712.38386,,,,12831.85435,17808.00492,18808.38697,30506.6292,17331.302,22407.15427
Q16658,FSCN1,3272.562069,7143.707462,7436.916186,14645.44521,40989.55123,38933.91319,4872.263957,,,12621.44093,10873.47598,15947.68688,17941.81423,10550.78787,22811.59452
Q16666,IFI16,32309.06681,78459.14146,34689.49668,18596.75117,29365.70393,38416.91887,2334.074479,1402.983833,2646.100797,57724.82818,67755.59947,65788.93139,26593.12826,30686.10253,40929.39806
Q16670,ZSCAN26,2246.056026,11522.74151,4821.875051,3515.131085,3592.304649,8800.241165,,,1900.327379,12009.74067,12435.83909,12025.08547,7950.131928,6952.403158,10988.68215
Q16698,DECR1,11572.31934,17298.91797,11249.22065,12779.56493,18832.13987,14027.11055,,,,24239.78152,28133.77001,23529.66729,10384.08907,7961.941209,15606.3716
Q16718,NDUFA5,10897.35476,9303.171094,5331.338099,3907.444047,13204.55286,16361.23673,,,,16113.00142,12637.10698,7773.707989,5754.924367,7413.800584,12245.1171
Q16763,UBE2S,,3187.600291,,2426.226245,6181.781226,9793.193478,,,,1697.334348,,,,3864.213056,2153.409156
Q16795,NDUFA9,8174.632213,21019.65273,6978.87619,,8203.757226,13165.28906,6494.493042,,,10037.07525,6537.923238,10942.84516,7651.449905,4520.122061,10909.85436
Q16831,UPP1,,4550.806152,26443.89648,,,,,,,8547.287109,,,,,
Q16851,UGP2,21332.86562,14857.60449,21935.96186,14317.12345,22396.17718,24147.21965,,,,14106.19018,15982.83887,8361.764,11914.30078,6621.393555,9195.203125
Q16853,AOC3,12491.75659,9058.741412,,,9667.718118,9989.480498,220391.0775,211283.2079,244425.1638,11413.8225,12099.75536,13178.11703,10983.41173,8796.128149,10537.238
Q16881,TXNRD1,1887.265462,7346.038636,3104.893166,,18951.38592,5065.444814,1442.850044,,2663.925557,7805.423378,,,3119.457747,4785.663567,3688.377142
Q16891,IMMT,15682.5548,37158.75345,19444.1742,11085.35422,22603.31608,20492.38557,,,,24905.04446,20527.04478,18990.41444,11748.4533,7269.708657,15726.86553
Q17R98,ZNF827,,,,3642.043945,2607.527832,1808.527222,,,,2218.758301,2893.237305,4006.031982,4905.483887,1426.277344,4648.505371
Q1ED39,KNOP1,5279.935054,10632.42234,4956.994794,5245.711781,10027.06752,18210.84587,,,3331.576826,11518.28383,20485.53812,27203.75838,17696.34402,15873.97223,28666.88531
Q1KMD3,HNRNPUL2,38899.56798,80069.82629,38587.64169,44100.84978,79085.89352,79160.43721,20332.19501,7189.330068,13748.32816,144567.8151,157256.0566,150286.4466,110804.5295,98793.57366,152431.8634
Q27J81,INF2,,3768.545519,2640.260286,4917.359081,17298.13112,6893.772469,,,,9428.963453,5306.42026,6457.726075,7009.13736,3783.456601,5678.299745
Q29RF7,PDS5A,14759.00655,36546.50945,13093.79153,25639.79252,55291.32578,57008.52961,3418.665235,,3307.148988,58966.66487,63676.41893,63308.52684,46764.93675,47872.50275,70333.19767
Q2KHR3,QSER1,2891.337612,8909.133968,4083.686597,2095.92238,4460.705374,4983.869182,,,,3579.086394,3777.195821,3783.810951,2292.964179,2093.893367,4143.752107
Q2KHT3,CLEC16A,1693154.469,1820052.689,1671691.488,1844704.057,1693085.81,1728272.619,1831476.633,1621609.039,1802382.408,1714210.296,1669703.15,2107051.889,1698582.419,1659734.973,1688713.605
Q2M1P5,KIF7,,81751.52344,72036.64062,69247.44531,,55073.53516,,41472.17969,41940.45312,69666.40625,82034.23438,78478.02344,43950.70703,72160.30469,72469.97656
Q2M2H8,,26519.20117,26837.56055,,,4248.14209,27521.62891,,,,38212.94141,,23455.44531,24090.19922,18132.37109,
Q2M385,MPEG1,,63252.64844,117423.5,74480.14062,87908.16406,,,,,42102.07031,65447.03906,100689.5078,55879.53125,70946.625,85555.3125
Q2M3C7,SPHKAP,,114502.5078,92880.17969,87492.26562,97836.04688,118789.875,,,,146638.7812,58712.09375,154994.6562,110608.4062,122727.1875,90652.5
Q2NKX8,ERCC6L,1685.394451,2229.247999,,1797.837944,6007.599236,7112.497676,,,,3247.427298,2635.781736,1902.706572,3199.879961,2559.441029,6395.345208
Q2PZI1,DPY19L1,,10024.07528,,8345.695189,17234.15143,13009.70006,,,,23856.4041,28241.28806,26798.93764,17429.21971,11024.32081,39733.2667
Q2QGD7,ZXDC,,,,5347.87793,11996.96387,21750.47852,,,,,,14326.12207,5806.961914,,
Q2TAK8,PWWP3A,,8261.133866,4090.184804,5545.672621,10485.67148,13260.30657,,,,16895.09784,29737.55465,18444.69252,14436.98585,13917.72162,27157.84656
Q2TAL8,QRICH1,16500.93241,27193.91044,8585.332207,8068.937649,21058.63886,10362.49571,,,,8473.693989,14648.69479,5311.317313,13119.02077,8165.331851,9300.034822
Q2TAY7,SMU1,30483.25758,62132.37003,27681.14901,15541.74984,41245.8359,50339.89517,7718.429933,3455.268316,,99661.28171,116551.5834,103644.6964,66521.35503,64396.94698,93114.48525
Q2TB10,ZNF800,5914.190803,15300.81784,10352.73011,7525.329369,6471.337105,13238.97664,,,,15761.59797,28898.64647,16676.34619,14892.30179,14052.28042,24406.30774
Q2V2M9,FHOD3,,,,20491.77561,,14210.42025,50368.20816,39782.24911,38268.49418,17621.21687,,26105.91541,,,
Q2VY69,ZNF284,46409.11719,58559.21875,36897.61328,34038.35938,51057.69531,58775.80469,40815.25781,38856.79297,44563.02734,50172.15625,25180.35742,33205.73047,33704.875,34444.71094,33762.3125
Q2WGJ6,KLHL38,101271.2891,90240.83594,84923.67188,,,93185.17969,94897.36719,69194.04688,111751.8594,,,83644.79688,,62074.37891,78095.95312
Q32P44,EML3,,,,,3857.819336,,,,,921.8000488,,,4906.111328,,
Q3B726,POLR1F,1555.414412,,1315.416113,2175.119254,5135.620773,5210.807866,,,1047.009591,3491.397737,9474.083014,5924.243533,3841.159527,2814.026153,6316.468849
Q3B7T1,EDRF1,24018.62891,,8913.248047,,28258.85938,13760.73828,24081.36133,,21212.43164,31005.54688,,,,32907.60156,18281.11328
Q3KP31,ZNF791,,,,,,8088.989258,,,,15269.24805,,10564.21289,11237.80762,14166.7207,17182.14062
Q3KQU3,MAP7D1,11360.84766,23233.51999,10690.00015,6380.982205,15694.34766,21552.76657,,,,6073.548349,10793.38119,12411.80762,9058.578284,9050.240786,14753.47666
Q3L8U1,CHD9,12015.04883,17166.91016,13987.33105,7099.768066,10359.93164,6153.913086,4620.590332,,,12412.51465,25234.74805,23858.72656,,21861.49414,19243.48047
Q3SX64,ODF3L2,,,,,,,51299.31641,52548.09375,41905.71094,,,,,,
Q3SY84,KRT71,47372.28024,,10737.70783,,,,,,,,9281.266309,9923.031811,9952.459836,,
Q3T8J9,GON4L,,4693.678711,,3914.690918,6075.533203,,,,,,8885.363281,,1398.31958,,
Q3ZCQ8,TIMM50,,10760.33984,4085.762695,7284.097168,7910.914551,9657.419922,,,,10121.8584,10396.3125,4908.114258,,,6124.657227
Q460N5,PARP14,,,,3325.260498,,7768.574707,,,,,,8078.544922,,,
Q495T6,MMEL1,,4149.575684,,,,,,,,,4664.209473,,,,
Q49A26,GLYR1,29345.60307,55769.19944,23581.21136,20138.82896,42414.51293,45400.98719,5408.745703,,,64287.88304,75608.04488,70161.29691,60733.06835,56713.57731,90889.2278
Q49AG3,ZBED5,5524.295479,12745.70057,4882.188332,4658.235538,1564.040097,2757.540984,,,,3142.640411,7885.919941,9343.116696,7460.504578,9251.660497,10679.04594
Q4FZB7,KMT5B,,3922.529019,,,10898.3721,20473.36659,,,,14515.24895,29025.82645,19083.06169,27311.52572,38573.825,22246.47868
Q4G0J3,LARP7,,4776.726,1730.516868,2851.110735,6404.178535,5397.22447,,,,10761.75391,12957.35774,14500.63379,3990.945818,6822.019311,7905.394911
Q4G0P3,HYDIN,121028.4844,106142.4922,84791.60938,95845.84375,144287.2656,101740.7734,193077.1094,129402.3516,178681.4531,117506.9688,95704.82812,101415.2188,72938.80469,85535.46875,101524.8672
